132
0	314	0
0	254	0
0	362	0
0	227	0
0	1781	0
0	308	0
0	386	0
0	380	0
0	380	0
0	326	0
0	290	0
0	3968	0
0	1373	0
0	1253	0
0	1148	0
0	422	0
0	638	0
0	1508	0
0	350	0
0	2642	0
0	542	0
0	2141	0
0	2351	0
0	3143	0
0	740	0
0	1988	0
0	329	0
0	1868	0
0	356	0
0	308	0
0	332	0
0	512	0
0	2357	0
0	377	0
0	1247	0
0	2564	0
0	1742	0
0	809	0
0	1502	0
0	974	0
0	92	0
0	803	0
0	1109	0
0	3008	0
0	353	0
0	869	0
0	1241	0
0	521	0
0	1139	0
0	308	0
0	2282	0
0	101	0
215	466	102
0	4415	0
0	1586	0
0	785	0
0	437	0
0	4067	0
0	563	0
0	920	0
0	4307	0
0	2279	0
0	1553	0
0	2513	0
0	1001	0
0	569	0
0	3395	0
0	977	0
0	4070	0
0	185	0
0	314	0
0	1907	0
0	1199	0
0	767	0
0	1262	0
0	1184	0
0	1877	0
0	1481	0
0	779	0
0	596	0
0	647	0
0	35	0
67	102	36
0	1928	0
0	647	0
0	79	0
446	986	80
0	101	0
0	3824	0
0	3412	0
3503	3572	3413
0	1619	0
0	659	0
0	1280	0
0	1865	0
0	827	0
0	3590	0
0	1322	0
0	72	0
0	2123	0
0	920	0
0	1307	0
0	2924	0
0	344	0
0	167	0
0	539	0
0	37	0
70	113	38
0	81	0
0	707	0
0	704	0
0	224	0
0	341	0
0	896	0
0	704	0
0	2063	0
0	80	0
0	3566	0
0	320	0
0	4613	0
0	296	0
0	335	0
0	203	0
0	596	0
0	299	0
0	611	0
0	485	0
0	293	0
0	299	0
0	1403	0
0	1211	0
0	473	0
